व्यंगपूर्वक,,व्यंग,पूर्वक
दुर्भावनापूर्ण,,दुर्भावना,पूर्ण
भाग्यवश,,भाग,्यवश
तोहफ़ा,,तोहफ़ा,
लाइट,,लाइट,
जूता,,जूता,
टहलाना,,टहल,ाना
पहाड,,पहाड,
निबंधक,,निबंध,क
निर्बन्ध,,निर्बन्ध,
ट्रैश,,ट्रैश,
दर,,दर,
कथासंवाद,,कथा,संवाद
रोंए,,रोंए,
सर्वश्रेषठ,सर्व,श्रेषठ,
शमक,,शम,क
स्लिंग,,स्लिंग,
मानक,,मान,क
महावाद्य,महा,वाद्य,
गूढार्थ,,गूढ,ार्थ
मेराराेम,,मेरा,राेम
कौवा,,कौवा,
अधिमूल्यांकन,अधि,मूल्यांकन,
लुग्दी,,लुग्दी,
भोलों,,भोल,ों
ग्लानि,,ग्लानि,
मेंढ़ों,,मेंढ़,ों
मंगलसूचक,,मंगल,सूचक
करनेवालो,,करने,वालो
थेसेरियों,,थेसेरि,यों
धनीदेश,,धनी,देश
भयावहता,,भयावहता,
पखवाड़ा,,पखवाड़ा,
दुखः,,दुख,ः
लुंठित,,लुंठ,ित
मुड़ाई,,मुड़,ाई
इस्राएलियोंको,,इस्राएल,ियोंको
स्मारिका,,स्मारिक,ा
इन्द्रजीत,,इन्द्रजीत,
ईर्ष्यापूर्वक,,ईर्ष्या,पूर्वक
उड़ाना,,उड़,ाना
कसवाकर,,कसव,ाकर
मुंढ़वाता,,मुंढ़,वाता
अप्रफुल्ल,अ,प्रफुल्ल,
सूक्तिपूर्ण,,सूक्ति,पूर्ण
शूशनी,,शूश,नी
स्नेक,,स्नेक,
सिख,,सिख,
पियू,,पियू,
अड़ंगा,,अड़ंगा,
वैतरणी,,वैतरणी,
पूर्वकालिक,,पूर्वकाल,िक
सूचीकरण,,सूची,करण
वर्षगाँठ्,,वर्ष,गाँठ्
मॉंगने,,मॉंग,ने
बड़ाना,,बड़ा,ना
क्रमचय,,क्रम,चय
कोपपाड,,कोप,पाड
परंपरानिष्ठा,,परंपरा,निष्ठा
बैठअना,,बैठ,अना
नोटपेपर,नोट,पेपर,
इज्जत,,इज्जत,
संवैधानिक,,संवैधान,िक
प़वीण,,प़वी,ण
प्राणदण्डस्थगन,,प्राणदण्ड,स्थगन
गाँववालों,,गाँव,वालों
चाशनी,,चाशनी,
सिंहनी,,सिंह,नी
छंटे,,छंट,े
वातहर,,वात,हर
सिद्ध्य,,सिद्ध,्य
डुबाओ,,डुबा,ओ
चौंक,,चौंक,
प्रांगण,,प्रांगण,
नादाब,,नादाब,
चिपकू,,चिपक,ू
चश्मे,,चश्म,े
आवक,,आवक,
गाडियाँ,,गाड,ियाँ
व्यभिचारों,,व्यभिचार,ों
शिक्षा,,शिक्षा,
कंगाल,,कंगाल,
`,,`,
विकासवाद,,विकास,वाद
चिट्रअ,,चिट्र,अ
फेंट,,फेंट,
पडूंगा,,पडूंगा,
घ्राण,,घ्राण,
जलाते,,जला,ते
आशाजनक,,आशा,जनक
सुदृढ़,,सुदृढ़,
कीचड़,,कीचड़,
वुल्स्टनक्राफ़्ट,,वुल्स्टनक्राफ़्ट,
ट्यूक्रियम,,ट्यूक्रियम,
बनाएगी,,बना,एगी
गृहस्थी,,गृहस्थ,ी
अतः,,अतः,
झपटते,,झपट,ते
दन,,दन,
छठवें,,छठ,वें
मादै,,माद,ै
निवृत्त,नि,वृत्त,
मुद्रण,,मुद्र,ण
शिक्षाशास्त्र,शिक्षा,शास्त्र,
सरसराहट,,सरसराहट,
अबोध,अब,ोध,
मुक्केबाज़ी,,मुक्क,ेबाज़ी
मऐसी,म,ऐस,ी
खूसट,,खूस,ट
भाषांतर,,भाषा,ंतर
उत्संग,,उत्संग,
ग्राफ़िक,,ग्राफ़िक,
अलकापति,,अलका,पति
खींचेंगे,,खींच,ेंगे
दण्डस्थगन,,दण्ड,स्थगन
मिद्यानी,,मिद्यानी,
कौन,,कौन,
खुले,,खुल,े
दयानिधि,,दया,निधि
लेनेवाला,,लेन,ेवाला
बीघा,,बीघा,
सुड़कना,,सुड़क,ना
अवस्त्र,अ,वस्त्र,
आखिरी,,आखिर,ी
टेक्निकल,,टेक्निक,ल
चारौं,,चार,ौं
मांदा,,मांदा,
चुटकी,,चुटक,ी
वैचारिक,,वैचार,िक
कार्यविधि,,कार्य,विधि
अरेखांकित,अ,रेखांकित,
मातृसत्तात्मक,,मातृसत्ता,त्मक
कर्नवल,,कर्न,वल
अनिरोध्य,,अनिरोध,्य
समझके,,समझ,के
बल्लेबाजों,,बल्लेबाज,ों
ग्रहन्,,ग्रह,न्
ऊगे,,ऊग,े
हर्म्मोन,,हर्म्मोन,
पश्चप्रभाव,पश्च,प्रभाव,
बैठ,,बैठ,
परिषदीय,,परिषद,ीय
चूसूँगा,,चूस,ूँगा
शीशमहल,,शीश,महल
बार्सिलोना,,बार्सिलोना,
तंत्रिकाविज्ञान,,तंत्रिक,ाविज्ञान
आहिंडन,आ,हिंड,न
पिटवाँ,,पिट,वाँ
खडा,,खडा,
लिखें,,लिख,ें
झोंपड़े,,झोंपड़,े
कोरही,,कोर,ही
स्यूडैकोरस,,स्यूडैकोरस,
शिशिक्षु,शि,शिक्षु,
उच्चकटिबंधीय,,उच्चकटिबंधी,य
तड़के,,तड़क,े
समूहों,,समूह,ों
दाढ,,दाढ,
वुडवर्ड,,वुडवर्ड,
पेशकारी,,पेशकार,ी
फ़ाइलोक्विनन,,फ़ाइलोक्विन,न
नृत्य,,नृत्य,
तंता,,तंत,ा
ठप्प,,ठप्प,
विरद्ध,,विरद्ध,
टेढा,,टेढा,
शुरूआती,,शुरू,आती
बढ़ा,,बढ़ा,
सरकारी,,सरकार,ी
नग्नतायुक्त,,नग्,नतायुक्त
असुलभ,अ,सुलभ,
विंडवर्ड,,विंडवर्ड,
इच्छाओं,,इच्छा,ओं
फिरवाए,,फिर,वाए
शेबेर,,शेबेर,
सम्मन,,सम्मन,
सवार,,सवार,
स्थिर,,स्थिर,
प्रतिकारक,,प्रतिकार,क
मणियों,,मणि,यों
औषधशाला,,औषध,शाला
लिप्त,,लिप्त,
अॅली,,अॅली,
सफलतापूर्वक,,सफलता,पूर्वक
बँधाया,,बँधा,या
श्रीनगर,,श्रीनगर,
बहुविधवाद,बहु,विधवाद,
घमासान,,घमासा,न
दिहाड़ी,,दिहाड़,ी
अवगति,अव,गति,
ज्ञन,,ज्ञन,
कंपित,,कंपित,
उत्तरपूर्व,,उत्तर,पूर्व
मुँअ,,मुँअ,
लूजर,,लूजर,
पृथक्कर्ण,,पृथक्,कर्ण
बोेला,,बोेल,ा
भात्मा,,भात,्मा
मातृहत्या,मातृ,हत्या,
सुकुमारता,,सुकुमार,ता
सचिन,,सचिन,
अनिधिक,अन,िधिक,
हायसिंथ,हाय,सिंथ,
यान्त्रिकत्व,,यान्त्रिक,त्व
हैना,,हैना,
आजा,,आ,जा
इ,,इ,
उपयोगी,,उपयोग,ी
कालर,,कालर,
मारूनअ,,मारून,अ
सामग्र,,सामग्र,
अधिमूल्य,अधि,मूल्य,
छिटककर,,छिटक,कर
सुई,,सुई,
रूरिटानिया,,रूरिटानिया,
जन्मचिन्ह,जन्म,चिन्ह,
फ़ौजदारी,,फ़ौजदार,ी
अन्तर्विषयक,अन्तर्,विषयक,
चहल,,चहल,
शरणार्थियों,,शरणार्थ,ियों
खण्डनीय,,खण्डन,ीय
सँगत,,सँगत,
हाँफ,,हाँफ,
शुद्धवादी,,शुद्ध,वादी
चुस्ती,,चुस्त,ी
ब्लूज,,ब्लू,ज
बिचला,,बिचला,
स्वस्तिक,,स्वस्ति,क
बचपनी,,बचपन,ी
अबूकीर,,अबू,कीर
संकट,,संकट,
विनोबा,,विनोबा,
अभिस्‍वीकृत,अभि,स्‍वीकृत,
जलप्रतिरोधी,जल,प्रतिरोधी,
ताड़,,ताड़,
कराके,,करा,के
कैपेसिटी,,कैपेसिटी,
म्ँआगना,,म्ँआग,ना
द्विबाहु,,द्वि,बाहु
नरकटों,,नरक,टों
एकाकीपन,,एकाकी,पन
शुक्रवाहिका,,शुक्र,वाहिका
ध्वजपोत,,ध्वज,पोत
भेडो,,भेड,ो
ढहाना,,ढह,ाना
अदोएल,,अदो,एल
धर्मपत्र,,धर्म,पत्र
अंतर्न्यास,,अंतर,्न्यास
अवगुंफित,अव,गुंफित,
महायुद्धअ,महा,युद्ध,अ
चेस्टर,,चेस्टर,
कालकोठरी,,काल,कोठरी
बिरंजी,,बिरंज,ी
जाएब,,जाए,ब
पौलीविनायल,,पौलीविनायल,
गुटका,,गुटका,
बदमाश,,बदमाश,
सफेदे,,सफेद,े
विरोधाभासपूर्ण,,विरोधाभास,पूर्ण
वाइरियन,,वाइरियन,
उखाड़े,,उखाड़,े
सलामत,,सलामत,
मुसीबतों,,मुसीबत,ों
टोडफ़्लैक्स,टोड,फ़्लैक्स,
वोलेटाइल,,वोलेटाइल,
खाँसने,,खाँस,ने
टौती,,टौत,ी
आगरे,,आगर,े
अकरण,अ,करण,
भोगने,,भोग,ने
मल्लाह,,मल्ल,ाह
स्फीत,,स्फी,त
प्रार्थनास्थान,,प्रार्थना,स्थान
महानगर,महा,नगर,
अरुब्बोत,अ,रुब्बोत,
चुनांचे,,चुनांच,े
अपरिमार्जित,अ,परिमार्जित,
कुशाग्रआ,,कुशाग्र,आ
विशेषक्षण,,विशेष,क्षण
प्रशंसारहित,,प्रशंसार,हित
पेटेंट,,पेटेंट,
सुमतराश,,सुमत,राश
वृष्‍टि,,वृष्‍टि,
अंतःस्त्रावी,अंतः,स्त्रावी,
विरूद्ध,,विरूद्ध,
भूकंपमापी,,भूकंप,मापी
प्रजेता,,प्रजेता,
कटलरी,,कटलरी,
ग्लास,,ग्लास,
घबड़ाहट,,घबड़ाहट,
उम्मा,,उम्मा,
गैसों,,गैस,ों
माँगे,,माँग,े
शुष्कक,,शुष्क,क
उतावला,,उतावला,
शुक्रग़ुज़ार,,शुक्रग़ुज़ार,
हर्बोना,,हर्बोना,
लौहयुग,,लौह,युग
वाशिंग्टनवासी,,वाशिंग्टन,वासी
पापमय,,पाप,मय
एथनल,,एथनल,
आयास,,आयास,
अभाग्य,अ,भाग्य,
जेठ,,जेठ,
शरणस्थल,,शरण,स्थल
बागडोर,,बागड,ोर
हुल्लड़बाज,,हुल्लड़,बाज
अश्शूर्,,अश्शूर्,
कालाशों,,कालाश,ों
खैरे,,खैर,े
पुनर्व्यवस्थापन,पुनर्,व्यवस्था,पन
अंतरानासिक,,अंतरा,नासिक
ठोंके,,ठोंक,े
मनगढन्त,,मनगढन्त,
भूतल,,भू,तल
भूकों,,भूक,ों
वल्कनीकृत,,वल्कन,ीकृत
एकसुरी,,एक,सुरी
अंडाशय,,अंडा,शय
पिंडारी,,पिंडार,ी
वस्तिकर्म,वस्ति,कर्म,
प्रण,,प्रण,
कैनवस,,कैनवस,
दिक्ला,,दिक्ला,
पैरी,,पैर,ी
सातत्य,सा,तत्य,
शुक्रिया,,शुक्र,िया
आऊं,,आ,ऊं
वोल्टमीटर,,वोल्टमीटर,
तन्त्री,,तन्त्र,ी
खुबानी,,खुबानी,
विस्फोटित,,विस्फोट,ित
सूचनाअऔं,,सूचना,अऔं
हडि्डयां,,हडि्ड,यां
अबकी,,अब,की
समयोचितता,,समयोचित,ता
पुलिंग,,पुलिंग,
पाहुनी,,पाहुन,ी
भवितव्य,,भवित,व्य
धूमित,,धूम,ित
कर्तव्यच्युति,,कर्तव्य,च्युति
ज़ेपो,,ज़ेपो,
कुलिषा,,कुलिष,ा
समाप्ति,,समाप्त,ि
छोड़हरिन,,छोड़,हरिन
रंगो,,रंग,ो
मग्बीस,मग्,बीस,
निकलेगा,,निकल,ेगा
जलदस्यु,,जल,दस्यु
अत्यधिकता,,अत्यधिक,ता
कमज़ोरी,,कमज़ोर,ी
स्वास्थ्यवर्धक,,स्वास्थ,्यवर्धक
भरत,,भरत,
रोज़मर्रे,,रोज़,मर्रे
पूरबी,,पूरब,ी
सौदे,,सौद,े
बढ़ाना,,बढ़,ाना
धन्धे,,धन्ध,े
पकड़ीं,,पकड़,ीं
पढ़नेवाला,,पढ़,नेवाला
आकृतिय़ा,,आकृति,य़ा
अरबर,,अरबर,
मारकर,,मार,कर
लूदियो,,लूदियो,
पलटते,,पलट,ते
संवारते,,संवार,ते
नलिका,,नल,िका
बौछाररोधी,,बौछार,रोधी
आनुमानिक,,आनुमान,िक
चिरभोगजन्य,,चिरभोग,जन्य
संवेदनाशून्यता,,संवेदना,शून्यता
मान्यताप्राप्त,,मान्यता,प्राप्त
करेगाइब्राहीम,करेगा,इब्राहीम,
गुस्ताख,,गुस्ताख,
अनुचितता,,अनुचित,ता
अनिरुद्ध,,अनिरुद्ध,
आक्रमणशील,,आक्रमण,शील
सेंधमारी,,सें,धमारी
प्रतिस्पर्धापूर्ण,,प्रतिस्पर्धा,पूर्ण
भुना,,भुना,
