परिवर्धित,"( 0 - प ), ( 1 - र ), ( 2 - ि ), ( 3 - व ), ( 4 - र ), ( 5 - ् ), ( 6 - ध ), ( 7 - ि ), ( 8 - त )",3,9,
गिड़गिड़ाने,"( 0 - ग ), ( 1 - ि ), ( 2 - ड ), ( 3 - ़ ), ( 4 - ग ), ( 5 - ि ), ( 6 - ड ), ( 7 - ़ ), ( 8 - ा ), ( 9 - न ), ( 10 - े )",0,9,d
सूचना,"( 0 - स ), ( 1 - ू ), ( 2 - च ), ( 3 - न ), ( 4 - ा )",0,5,
कप्तोरियों,"( 0 - क ), ( 1 - प ), ( 2 - ् ), ( 3 - त ), ( 4 - ो ), ( 5 - र ), ( 6 - ि ), ( 7 - य ), ( 8 - ो ), ( 9 - ं )",-1,-1,
स्त्रियो,"( 0 - स ), ( 1 - ् ), ( 2 - त ), ( 3 - ् ), ( 4 - र ), ( 5 - ि ), ( 6 - य ), ( 7 - ो )",0,6,
बस्‍ता,"( 0 - ब ), ( 1 - स ), ( 2 - ् ), ( 3 - ‍ ), ( 4 - त ), ( 5 - ा )",0,6,
स्तालिनवाद,"( 0 - स ), ( 1 - ् ), ( 2 - त ), ( 3 - ा ), ( 4 - ल ), ( 5 - ि ), ( 6 - न ), ( 7 - व ), ( 8 - ा ), ( 9 - द )",-1,-1,
टैज़मन,"( 0 - ट ), ( 1 - ै ), ( 2 - ज ), ( 3 - ़ ), ( 4 - म ), ( 5 - न )",0,6,
गौडविन,"( 0 - ग ), ( 1 - ौ ), ( 2 - ड ), ( 3 - व ), ( 4 - ि ), ( 5 - न )",0,6,
आंचलिक,"( 0 - आ ), ( 1 - ं ), ( 2 - च ), ( 3 - ल ), ( 4 - ि ), ( 5 - क )",0,4,
किसकी,"( 0 - क ), ( 1 - ि ), ( 2 - स ), ( 3 - क ), ( 4 - ी )",0,5,
बेरोता,"( 0 - ब ), ( 1 - े ), ( 2 - र ), ( 3 - ो ), ( 4 - त ), ( 5 - ा )",-1,-1,
संविधान,"( 0 - स ), ( 1 - ं ), ( 2 - व ), ( 3 - ि ), ( 4 - ध ), ( 5 - ा ), ( 6 - न )",0,7,
अर,"( 0 - अ ), ( 1 - र )",0,2,
भालैत,"( 0 - भ ), ( 1 - ा ), ( 2 - ल ), ( 3 - ै ), ( 4 - त )",-1,-1,
पेटिट,"( 0 - प ), ( 1 - े ), ( 2 - ट ), ( 3 - ि ), ( 4 - ट )",-1,-1,
कटुतारहित,"( 0 - क ), ( 1 - ट ), ( 2 - ु ), ( 3 - त ), ( 4 - ा ), ( 5 - र ), ( 6 - ह ), ( 7 - ि ), ( 8 - त )",0,5,
चाटता,"( 0 - च ), ( 1 - ा ), ( 2 - ट ), ( 3 - त ), ( 4 - ा )",0,5,
खाएँगे,"( 0 - ख ), ( 1 - ा ), ( 2 - ए ), ( 3 - ँ ), ( 4 - ग ), ( 5 - े )",0,6,d
रूचिकर,"( 0 - र ), ( 1 - ू ), ( 2 - च ), ( 3 - ि ), ( 4 - क ), ( 5 - र )",0,4,
अवलाम्बिताका,"( 0 - अ ), ( 1 - व ), ( 2 - ल ), ( 3 - ा ), ( 4 - म ), ( 5 - ् ), ( 6 - ब ), ( 7 - ि ), ( 8 - त ), ( 9 - ा ), ( 10 - क ), ( 11 - ा )",-1,-1,
दिखलाऊंगा,"( 0 - द ), ( 1 - ि ), ( 2 - ख ), ( 3 - ल ), ( 4 - ा ), ( 5 - ऊ ), ( 6 - ं ), ( 7 - ग ), ( 8 - ा )",0,9,d
हिचक,"( 0 - ह ), ( 1 - ि ), ( 2 - च ), ( 3 - क )",0,4,
फ़ेल्ट,"( 0 - फ ), ( 1 - ़ ), ( 2 - े ), ( 3 - ल ), ( 4 - ् ), ( 5 - ट )",0,6,
एम,"( 0 - ए ), ( 1 - म )",0,2,
हाज़िरी,"( 0 - ह ), ( 1 - ा ), ( 2 - ज ), ( 3 - ़ ), ( 4 - ि ), ( 5 - र ), ( 6 - ी )",0,6,
अंकपट्र,"( 0 - अ ), ( 1 - ं ), ( 2 - क ), ( 3 - प ), ( 4 - ट ), ( 5 - ् ), ( 6 - र )",-1,-1,
पाउडर,"( 0 - प ), ( 1 - ा ), ( 2 - उ ), ( 3 - ड ), ( 4 - र )",0,5,
खँूसने,"( 0 - ख ), ( 1 - ँ ), ( 2 - ू ), ( 3 - स ), ( 4 - न ), ( 5 - े )",-1,-1,
धतूरा,"( 0 - ध ), ( 1 - त ), ( 2 - ू ), ( 3 - र ), ( 4 - ा )",0,5,
असत्यता,"( 0 - अ ), ( 1 - स ), ( 2 - त ), ( 3 - ् ), ( 4 - य ), ( 5 - त ), ( 6 - ा )",1,5,
बटोर,"( 0 - ब ), ( 1 - ट ), ( 2 - ो ), ( 3 - र )",0,4,
सखियों,"( 0 - स ), ( 1 - ख ), ( 2 - ि ), ( 3 - य ), ( 4 - ो ), ( 5 - ं )",0,3,
मणिका,"( 0 - म ), ( 1 - ण ), ( 2 - ि ), ( 3 - क ), ( 4 - ा )",0,5,
परतदार,"( 0 - प ), ( 1 - र ), ( 2 - त ), ( 3 - द ), ( 4 - ा ), ( 5 - र )",0,3,
दुबकने,"( 0 - द ), ( 1 - ु ), ( 2 - ब ), ( 3 - क ), ( 4 - न ), ( 5 - े )",0,4,
भविष्यत्,"( 0 - भ ), ( 1 - व ), ( 2 - ि ), ( 3 - ष ), ( 4 - ् ), ( 5 - य ), ( 6 - त ), ( 7 - ् )",0,7,
ड़ाली,"( 0 - ड़ ), ( 1 - ा ), ( 2 - ल ), ( 3 - ी )",0,3,
ईपिसल,"( 0 - ई ), ( 1 - प ), ( 2 - ि ), ( 3 - स ), ( 4 - ल )",-1,-1,
लंगोट,"( 0 - ल ), ( 1 - ं ), ( 2 - ग ), ( 3 - ो ), ( 4 - ट )",0,5,
मनुष्यअ,"( 0 - म ), ( 1 - न ), ( 2 - ु ), ( 3 - ष ), ( 4 - ् ), ( 5 - य ), ( 6 - अ )",-1,-1,
सततप्रयास,"( 0 - स ), ( 1 - त ), ( 2 - त ), ( 3 - प ), ( 4 - ् ), ( 5 - र ), ( 6 - य ), ( 7 - ा ), ( 8 - स )",3,9,
पशुवत,"( 0 - प ), ( 1 - श ), ( 2 - ु ), ( 3 - व ), ( 4 - त )",0,3,
फ्लौपी,"( 0 - फ ), ( 1 - ् ), ( 2 - ल ), ( 3 - ौ ), ( 4 - प ), ( 5 - ी )",0,6,
हेल्‍मेट,"( 0 - ह ), ( 1 - े ), ( 2 - ल ), ( 3 - ् ), ( 4 - ‍ ), ( 5 - म ), ( 6 - े ), ( 7 - ट )",0,8,
कहलाता,"( 0 - क ), ( 1 - ह ), ( 2 - ल ), ( 3 - ा ), ( 4 - त ), ( 5 - ा )",0,6,d
विकेट,"( 0 - व ), ( 1 - ि ), ( 2 - क ), ( 3 - े ), ( 4 - ट )",0,5,
फ़्रैंक,"( 0 - फ ), ( 1 - ़ ), ( 2 - ् ), ( 3 - र ), ( 4 - ै ), ( 5 - ं ), ( 6 - क )",0,7,
मिन्नत,"( 0 - म ), ( 1 - ि ), ( 2 - न ), ( 3 - ् ), ( 4 - न ), ( 5 - त )",0,6,
चीखना,"( 0 - च ), ( 1 - ी ), ( 2 - ख ), ( 3 - न ), ( 4 - ा )",0,3,
यशोहायाह,"( 0 - य ), ( 1 - श ), ( 2 - ो ), ( 3 - ह ), ( 4 - ा ), ( 5 - य ), ( 6 - ा ), ( 7 - ह )",-1,-1,
इप्फत्तह,"( 0 - इ ), ( 1 - प ), ( 2 - ् ), ( 3 - फ ), ( 4 - त ), ( 5 - ् ), ( 6 - त ), ( 7 - ह )",-1,-1,
देहपसीना,"( 0 - द ), ( 1 - े ), ( 2 - ह ), ( 3 - प ), ( 4 - स ), ( 5 - ी ), ( 6 - न ), ( 7 - ा )",-1,-1,
मभी,"( 0 - म ), ( 1 - भ ), ( 2 - ी )",-1,-1,
गलत,"( 0 - ग ), ( 1 - ल ), ( 2 - त )",0,3,
औषधालय,"( 0 - औ ), ( 1 - ष ), ( 2 - ध ), ( 3 - ा ), ( 4 - ल ), ( 5 - य )",-1,-1,
घुसपैठ,"( 0 - घ ), ( 1 - ु ), ( 2 - स ), ( 3 - प ), ( 4 - ै ), ( 5 - ठ )",0,6,
अपूर्वानुमेय,"( 0 - अ ), ( 1 - प ), ( 2 - ू ), ( 3 - र ), ( 4 - ् ), ( 5 - व ), ( 6 - ा ), ( 7 - न ), ( 8 - ु ), ( 9 - म ), ( 10 - े ), ( 11 - य )",1,12,d
बालक,"( 0 - ब ), ( 1 - ा ), ( 2 - ल ), ( 3 - क )",0,4,
झुकावअ,"( 0 - झ ), ( 1 - ु ), ( 2 - क ), ( 3 - ा ), ( 4 - व ), ( 5 - अ )",-1,-1,
अछेदित,"( 0 - अ ), ( 1 - छ ), ( 2 - े ), ( 3 - द ), ( 4 - ि ), ( 5 - त )",1,6,
आटा,"( 0 - आ ), ( 1 - ट ), ( 2 - ा )",0,3,
रूह,"( 0 - र ), ( 1 - ू ), ( 2 - ह )",0,3,
समर्पण,"( 0 - स ), ( 1 - म ), ( 2 - र ), ( 3 - ् ), ( 4 - प ), ( 5 - ण )",0,6,
फूंकी,"( 0 - फ ), ( 1 - ू ), ( 2 - ं ), ( 3 - क ), ( 4 - ी )",0,4,
निकलते,"( 0 - न ), ( 1 - ि ), ( 2 - क ), ( 3 - ल ), ( 4 - त ), ( 5 - े )",0,4,
मनीषी,"( 0 - म ), ( 1 - न ), ( 2 - ी ), ( 3 - ष ), ( 4 - ी )",0,4,
बागा,"( 0 - ब ), ( 1 - ा ), ( 2 - ग ), ( 3 - ा )",0,3,
महामूर्ख,"( 0 - म ), ( 1 - ह ), ( 2 - ा ), ( 3 - म ), ( 4 - ू ), ( 5 - र ), ( 6 - ् ), ( 7 - ख )",3,8,
अधिक्रमण,"( 0 - अ ), ( 1 - ध ), ( 2 - ि ), ( 3 - क ), ( 4 - ् ), ( 5 - र ), ( 6 - म ), ( 7 - ण )",3,8,
असंरक्षित,"( 0 - अ ), ( 1 - स ), ( 2 - ं ), ( 3 - र ), ( 4 - क ), ( 5 - ् ), ( 6 - ष ), ( 7 - ि ), ( 8 - त )",1,9,
निरभ्र,"( 0 - न ), ( 1 - ि ), ( 2 - र ), ( 3 - भ ), ( 4 - ् ), ( 5 - र )",-1,-1,
अधीनस्थ,"( 0 - अ ), ( 1 - ध ), ( 2 - ी ), ( 3 - न ), ( 4 - स ), ( 5 - ् ), ( 6 - थ )",-1,-1,
अप्रभाव्य,"( 0 - अ ), ( 1 - प ), ( 2 - ् ), ( 3 - र ), ( 4 - भ ), ( 5 - ा ), ( 6 - व ), ( 7 - ् ), ( 8 - य )",1,9,
पुनर्गठनअ,"( 0 - प ), ( 1 - ु ), ( 2 - न ), ( 3 - र ), ( 4 - ् ), ( 5 - ग ), ( 6 - ठ ), ( 7 - न ), ( 8 - अ )",-1,-1,
नौजवान,"( 0 - न ), ( 1 - ौ ), ( 2 - ज ), ( 3 - व ), ( 4 - ा ), ( 5 - न )",0,6,
सदृशता,"( 0 - स ), ( 1 - द ), ( 2 - ृ ), ( 3 - श ), ( 4 - त ), ( 5 - ा )",0,4,
क्षणको,"( 0 - क ), ( 1 - ् ), ( 2 - ष ), ( 3 - ण ), ( 4 - क ), ( 5 - ो )",-1,-1,
सुविधाओं,"( 0 - स ), ( 1 - ु ), ( 2 - व ), ( 3 - ि ), ( 4 - ध ), ( 5 - ा ), ( 6 - ओ ), ( 7 - ं )",0,6,
कढ़ाई,"( 0 - क ), ( 1 - ढ ), ( 2 - ़ ), ( 3 - ा ), ( 4 - ई )",0,4,
स्वयंपोषी,"( 0 - स ), ( 1 - ् ), ( 2 - व ), ( 3 - य ), ( 4 - ं ), ( 5 - प ), ( 6 - ो ), ( 7 - ष ), ( 8 - ी )",0,8,
बीकेसी,"( 0 - ब ), ( 1 - ी ), ( 2 - क ), ( 3 - े ), ( 4 - स ), ( 5 - ी )",-1,-1,
बिल्गा,"( 0 - ब ), ( 1 - ि ), ( 2 - ल ), ( 3 - ् ), ( 4 - ग ), ( 5 - ा )",-1,-1,
नृत्यकला,"( 0 - न ), ( 1 - ृ ), ( 2 - त ), ( 3 - ् ), ( 4 - य ), ( 5 - क ), ( 6 - ल ), ( 7 - ा )",-1,-1,
प्रयोजनमूलक,"( 0 - प ), ( 1 - ् ), ( 2 - र ), ( 3 - य ), ( 4 - ो ), ( 5 - ज ), ( 6 - न ), ( 7 - म ), ( 8 - ू ), ( 9 - ल ), ( 10 - क )",0,7,
कारटून,"( 0 - क ), ( 1 - ा ), ( 2 - र ), ( 3 - ट ), ( 4 - ू ), ( 5 - न )",0,6,
अधिकाधिक,"( 0 - अ ), ( 1 - ध ), ( 2 - ि ), ( 3 - क ), ( 4 - ा ), ( 5 - ध ), ( 6 - ि ), ( 7 - क )",0,4,
स्तोत्र,"( 0 - स ), ( 1 - ् ), ( 2 - त ), ( 3 - ो ), ( 4 - त ), ( 5 - ् ), ( 6 - र )",0,7,
उड़ता,"( 0 - उ ), ( 1 - ड़ ), ( 2 - त ), ( 3 - ा )",0,2,
थुलथुलापन,"( 0 - थ ), ( 1 - ु ), ( 2 - ल ), ( 3 - थ ), ( 4 - ु ), ( 5 - ल ), ( 6 - ा ), ( 7 - प ), ( 8 - न )",0,7,
कामनाओं,"( 0 - क ), ( 1 - ा ), ( 2 - म ), ( 3 - न ), ( 4 - ा ), ( 5 - ओ ), ( 6 - ं )",0,5,
मश्कें,"( 0 - म ), ( 1 - श ), ( 2 - ् ), ( 3 - क ), ( 4 - े ), ( 5 - ं )",-1,-1,
मनगढ़ंत,"( 0 - म ), ( 1 - न ), ( 2 - ग ), ( 3 - ढ ), ( 4 - ़ ), ( 5 - ं ), ( 6 - त )",0,7,
शूनेम,"( 0 - श ), ( 1 - ू ), ( 2 - न ), ( 3 - े ), ( 4 - म )",-1,-1,
एकसारकृत,"( 0 - ए ), ( 1 - क ), ( 2 - स ), ( 3 - ा ), ( 4 - र ), ( 5 - क ), ( 6 - ृ ), ( 7 - त )",0,5,
योजाकार,"( 0 - य ), ( 1 - ो ), ( 2 - ज ), ( 3 - ा ), ( 4 - क ), ( 5 - ा ), ( 6 - र )",-1,-1,
सातोंदिन,"( 0 - स ), ( 1 - ा ), ( 2 - त ), ( 3 - ो ), ( 4 - ं ), ( 5 - द ), ( 6 - ि ), ( 7 - न )",-1,-1,
तेवर,"( 0 - त ), ( 1 - े ), ( 2 - व ), ( 3 - र )",0,4,
पेरु,"( 0 - प ), ( 1 - े ), ( 2 - र ), ( 3 - ु )",0,4,
होऊंगा,"( 0 - ह ), ( 1 - ो ), ( 2 - ऊ ), ( 3 - ं ), ( 4 - ग ), ( 5 - ा )",-1,-1,
चमकीला,"( 0 - च ), ( 1 - म ), ( 2 - क ), ( 3 - ी ), ( 4 - ल ), ( 5 - ा )",0,3,
वर्णित,"( 0 - व ), ( 1 - र ), ( 2 - ् ), ( 3 - ण ), ( 4 - ि ), ( 5 - त )",0,4,
शन्त,"( 0 - श ), ( 1 - न ), ( 2 - ् ), ( 3 - त )",-1,-1,
प्रद,"( 0 - प ), ( 1 - ् ), ( 2 - र ), ( 3 - द )",0,4,
पोदीने,"( 0 - प ), ( 1 - ो ), ( 2 - द ), ( 3 - ी ), ( 4 - न ), ( 5 - े )",0,6,
लाखा,"( 0 - ल ), ( 1 - ा ), ( 2 - ख ), ( 3 - ा )",0,3,
सोंचता,"( 0 - स ), ( 1 - ो ), ( 2 - ं ), ( 3 - च ), ( 4 - त ), ( 5 - ा )",0,4,
कलरव,"( 0 - क ), ( 1 - ल ), ( 2 - र ), ( 3 - व )",0,4,
शिराचित्र,"( 0 - श ), ( 1 - ि ), ( 2 - र ), ( 3 - ा ), ( 4 - च ), ( 5 - ि ), ( 6 - त ), ( 7 - ् ), ( 8 - र )",0,9,
वार्धक्य,"( 0 - व ), ( 1 - ा ), ( 2 - र ), ( 3 - ् ), ( 4 - ध ), ( 5 - क ), ( 6 - ् ), ( 7 - य )",0,8,
अपाकर्षी,"( 0 - अ ), ( 1 - प ), ( 2 - ा ), ( 3 - क ), ( 4 - र ), ( 5 - ् ), ( 6 - ष ), ( 7 - ी )",2,8,
अपावर्तन,"( 0 - अ ), ( 1 - प ), ( 2 - ा ), ( 3 - व ), ( 4 - र ), ( 5 - ् ), ( 6 - त ), ( 7 - न )",2,8,
अकृतज्ञता,"( 0 - अ ), ( 1 - क ), ( 2 - ृ ), ( 3 - त ), ( 4 - ज ), ( 5 - ् ), ( 6 - ञ ), ( 7 - त ), ( 8 - ा )",1,7,
अर्ल,"( 0 - अ ), ( 1 - र ), ( 2 - ् ), ( 3 - ल )",0,4,
जीरा,"( 0 - ज ), ( 1 - ी ), ( 2 - र ), ( 3 - ा )",0,4,
मारने,"( 0 - म ), ( 1 - ा ), ( 2 - र ), ( 3 - न ), ( 4 - े )",0,3,d
पेन्शनभोगी,"( 0 - प ), ( 1 - े ), ( 2 - न ), ( 3 - ् ), ( 4 - श ), ( 5 - न ), ( 6 - भ ), ( 7 - ो ), ( 8 - ग ), ( 9 - ी )",0,10,
संकरक,"( 0 - स ), ( 1 - ं ), ( 2 - क ), ( 3 - र ), ( 4 - क )",0,5,
स्वैर,"( 0 - स ), ( 1 - ् ), ( 2 - व ), ( 3 - ै ), ( 4 - र )",-1,-1,
किबसैम,"( 0 - क ), ( 1 - ि ), ( 2 - ब ), ( 3 - स ), ( 4 - ै ), ( 5 - म )",-1,-1,
विधिहीन,"( 0 - व ), ( 1 - ि ), ( 2 - ध ), ( 3 - ि ), ( 4 - ह ), ( 5 - ी ), ( 6 - न )",0,4,
सर्पिल,"( 0 - स ), ( 1 - र ), ( 2 - ् ), ( 3 - प ), ( 4 - ि ), ( 5 - ल )",0,4,
दर्ज़ी,"( 0 - द ), ( 1 - र ), ( 2 - ् ), ( 3 - ज ), ( 4 - ़ ), ( 5 - ी )",0,6,
ऋअण,"( 0 - ऋ ), ( 1 - अ ), ( 2 - ण )",0,3,
देवात्मा,"( 0 - द ), ( 1 - े ), ( 2 - व ), ( 3 - ा ), ( 4 - त ), ( 5 - ् ), ( 6 - म ), ( 7 - ा )",0,8,
वाइस्टरल,"( 0 - व ), ( 1 - ा ), ( 2 - इ ), ( 3 - स ), ( 4 - ् ), ( 5 - ट ), ( 6 - र ), ( 7 - ल )",-1,-1,
