वनाधिकारी,वनाधिकारी
इलाका,इलाका
सीमांत,सीमांत
कुंए,कुआँ
वूमेन,वूमेन
पाए,पा
१४.८८१,१४.८८१
देंगे,दे
कुबैशी,कुबैशी
मुजफ्फरनगर,मुजफ्फरनगर
प्रभु,प्रभु
मोम,मोम
शवों,शव
रविशंकर,रविशंकर
गिनाते,गिना
चंगुल,चंगुल
ताक,ताक
पैलेस,पैलेस
धनंजय,धनंजय
मनाकर,मना
राज्य,राज्य
एजेंडों,एजेंडा
तले,तले
पीएफ,पीएफ
हुमांयू,हुमांयू
जेम्स,जेम्स
हादसों,हादसा
सुब्रामण्यम,सुब्रामण्यम
स्वार्थ,स्वार्थ
प्रबंध,प्रबंध
वलीमे,वलीमा
प्रभुत्व,प्रभुत्व
पर्रे,पर्रे
हिफाज़त,हिफाजत
यूँ,यूँ
अँगूठे,अँगूठा
कार्तिक,कार्तिक
एसडीओ,एसडीओ
रिकार्डों,रिकार्ड
रूटर,रूटर
दागने,दाग
खाते,खाता
मुमताज,मुमताज
पोटा,पोटा
रिंग,रिंग
डीए,डीए
कैमरामैन,कैमरामैन
संसार,संसार
अनाज,अनाज
शाहनवाज,शाहनवाज
अनुभूति,अनुभूति
स्वयत्तता,स्वयत्तता
पंडितों,पंडित
बटालियन,बटालियन
कापुर,कापुर
बांधकर,बांध
एंजिल्स,एंजिल्स
७४,७४
नूरानी,नूरानी
प्रजातीय,प्रजातीय
रोना,रोना
शातिर,शातिर
पिलायी,पिला
बैच,बैच
अधीक्षक,अधीक्षक
अज़ीज़,अजीज
विधानसभा,विधानसभा
आरके,आरके
भड़की,भड़क
टटोलकर,टटोल
केस,केस
जुटाने,जुटा
इत्यादि,इत्यादि
कौन,कौन
टेलीस्कोप,टेलीस्कोप
वर्षीया,वर्षीय
दिल्ली,दिल्ली
बकौल,बकौल
जैदी,जैदी
गोलियों,गोली
तिरुअनंतपुर,तिरुअनंतपुर
संघर्षपूर्ण,संघर्षपूर्ण
असुरक्षित,असुरक्षित
होनेवाली,हो
गर्वनर,गर्वनर
दिनेश,दिनेश
सिक्के,सिक्का
सुईयों,सुई
दोस्ती,दोस्ती
बढ़त,बढ़त
शौकत,शौकत
नाइंसाफी,नाइंसाफी
गोष्ठियों,गोष्ठी
करोंड़ों,करोंड़
१९२३,१९२३
शख़्स,शख्स
३१,३१
मेंधर,मेंधर
उपयोगी,उपयोगी
स्थायित्व,स्थायित्व
आरपीसी,आरपीसी
सीईटी,सीईटी
फैलना,फैल
पिछड़े,पिछड़ा
लाइटों,लाइट
लुभाता,लुभा
आमूल,आमूल
पदोन्नति,पदोन्नति
यूनिटों,यूनिट
सिंहराज,सिंहराज
कैफ,कैफ
ईरानी,ईरानी
सोचिये,सोच
गोदामों,गोदाम
गजट,गजट
वाल्मीकि,वाल्मीकि
बाध्य,बाध्य
कहना,कह
भावभीनी,भावभीनी
कैसेटों,कैसेट
कीर्ति,कीर्ति
सियांपी,सियांपी
रेखा,रेखा
बनने,बन
३२वें,३२वाँ
किरणपाल,किरणपाल
बेड,बेड
राशद,राशद
२०१,२०१
कोआर्डिनेशन,कोआर्डिनेशन
व्यू,व्यू
सीएमटीडीयू,सीएमटीडीयू
घना,घना
करोड़पति,करोडपति
नर्मदा,नर्मदा
आईएलओ,आईएलओ
यहां,यहाँ
कमजोर,कमजोर
जाए,जा
इंसाफ,इंसाफ
अनूठी,अनूठा
न्यायायिक,न्यायायिक
विर्क,विर्क
चंद्रशेखर,चंद्रशेखर
प्रारंभ,प्रारंभ
की,का
मैपिंग,मैपिंग
दाने,दाना
मिलियन,मिलियन
पूर्ति,पूर्ति
०.५०,०.५०
मेटल,मेटल
मढ़ने,मढ
ससुर,ससुर
कद,कद
स्‍थापत्‍य,स्‍थापत्‍य
आईईडी,आईईडी
गतिविधियां,गतिविधि
सीडी,सीडी
उपप्रधानमंत्री,उपप्रधानमंत्री
कटने,कट
जलाल,जलाल
मुलाक़ात,मुलाकात
यमन,यमन
सत्र,सत्र
प्रभावितों,प्रभावित
जहाँआरा,जहाँआरा
भीलवाड़ा,भीलवाड़ा
चुरा,चुरा
२६२६,२६२६
पर्यवेक्षकों,पर्यवेक्षक
सिरा,सिरा
जवाहर,जवाहर
कैंसर,कैंसर
सूची,सूची
अंबेडकर,अंबेडकर
चौहान,चौहान
उर्फ़,उर्फ़
रॉ,रॉ
हीरो,हीरो
लोफ,लोफ
डिस्क,डिस्क
डॉ.,डॉ.
छतों,छत
त्वरित,त्वरित
एसएस,एसएस
फरहत,फरहत
"७७,४५५",७७४५५
सर्दियों,सर्दी
लालकृष्ण,लालकृष्ण
तिब्बत,तिब्बत
खबरें,खबर
ढूँढ़े,ढूँढ
रामबचन,रामबचन
अड़चन,अड़चन
नामों,नाम
बाछें,बाछ
कौलपुर,कौलपुर
लगातार,लगातार
दर्शकों,दर्शक
अजीत,अजीत
क्रांतिकारी,क्रांतिकारी
ऑर्थर,ऑर्थर
सुंदरलाल,सुंदरलाल
कतराता,कतरा
भविष्य,भविष्य
मान्यता,मान्यता
प्रायोगिक,प्रायोगिक
उड़ानें,उड़ान
वादा,वादा
बहादुरशाह,बहादुरशाह
बदगा,बदगा
ड्राईवर,ड्राईवर
बेंडर,बेंडर
निखरी,निखर
अनेक,अनेक
फूंककर,फूंक
रेट,रेट
संसाधान,संसाधान
पायलेटों,पायलेट
संघ,संघ
भित्ति,भित्ति
रचने,रच
नहलाया,नहला
जुड़वां,जुड़वां
बीआरओ,बीआरओ
उड़ी,उड़ी
थोड़ा,थोड़ा
बढ़ाएं,बढ़ाएं
आयातित,आयातित
रामबाग,रामबाग
दुबे,दुबे
फ्रिगेट,फ्रिगेट
स्टेशन,स्टेशन
बोटिंग,बोटिंग
डी.,डी.
हैरान,हैरान
पनडुब्बियों,पनडुब्बी
सिद्दीकी,सिद्दीकी
पुनरावृत्ति,पुनरावृत्ति
पाते,पा
पहुंचेगी,पहुंच
निकली,निकल
परिवर्धित,परिवर्धित
चिंताएं,चिंता
जमाव,जमाव
कैंसिलेशन,कैंसिलेशन
विस्फोट,विस्फोट
वाशिंगटन,वाशिंगटन
शरीर,शरीर
वस्तुएँ,वस्तु
स्कॅब,स्कॅब
मस,मस
अधिनियिम,अधिनियिम
वेणुगोपाल,वेणुगोपाल
मशहूर,मशहूर
एनआईएन,एनआईएन
हारून,हारून
मैटल,मैटल
आरईएल,आरईएल
इटली,इटली
परिवारों,परिवार
हलफनामा,हलफनामा
नक्काशीदार,नक्काशीदार
कांफ्रेंसिंग,कांफ्रेंसिंग
रेलगाड़ियों,रेलगाड़ी
गैंबलिंग,गैंबलिंग
चुका,चुक
परिणामों,परिणाम
५.३,५.३
हिस्ट्री,हिस्ट्री
सशर्त,सशर्त
पर्सनल,पर्सनल
बनीं,बन
करते,कर
विभागों,विभाग
सौभाग्‍य,सौभाग्
अवकाशप्राप्त,अवकाशप्राप्त
गाज,गाज
१२५,१२५
जोखिम,जोखिम
वेदर,वेदर
बढ़ेगी,बढ
के,विपिन
निपटाने,निपटा
चिल्ड्रेन,चिल्ड्रेन
कारीगरों,कारीगर
कमेटी,कमेटी
बैबी,बैबी
कतारें,कतार
आबोहवा,आबोहवा
51,51
बोफोर्स,बोफोर्स
हलदर,हलदर
61,61
7,7
खंडन,खंडन
सच्चा,सच्चा
शांतनु,शांतनु
एनडीए,एनडीए
खदेड़ने,खदेड
केरल,केरल
गोपेश्वर,गोपेश्वर
इलेक्ट्रॉन,इलेक्ट्रॉन
भिंडी,भिंडी
अभिन्न,अभिन्न
चालीस,चालीस
चलाए,चला
तौहीद,तौहीद
३५००,३५००
बिशन,बिशन
पिल्लई,पिल्लई
उदार,उदार
दर्जन,दर्जन
पात्र,पात्र
बरकाकाटी,बरकाकाटी
नामंज़ूर,नामंजूर
फोड़,फोड़
मेरीटाइम,मेरीटाइम
सेठ,सेठ
"40,490",40490
प्रोविडेंट,प्रोविडेंट
प्रदान,प्रदान
कारनामे,कारनामा
"११,४५८",११४५८
आज़ाद,आजाद
बेमौत,बेमौत
मुन्नाभाई,मुन्नाभाई
विकास,विकास
राठौर,राठौर
प्लास्टिक,प्लास्टिक
अभियुक्त,अभियुक्त
मूलापेरियर,मूलापेरियर
बिताना,बिता
दूसरे,दूसरे
अहिंसा,अहिंसा
किसके,कौन
सवेरे,सवेरा
नए,नया
लिपट,लिपट
बलों,बल
कानूनन,कानूनन
विश्वविद्यालयों,विश्वविद्यालय
हवस,हवस
सेंटीग्रेट,सेंटीग्रेट
उतारे,उतार
सैय्यद,सैय्यद
साक्षी,साक्षी
लक्षण,लक्षण
अतानू,अतानू
मूसलाधार,मूसलाधार
अपनाता,अपना
एअरवेज,एअरवेज
आरक्षित,आरक्षित
फर्नानडिस,फर्नानडिस
झांसी,झांसी
सिद्धांतों,सिद्धांत
लिखवाई,लिख
माँग,माँग
प्रेसीडेंसी,प्रेसीडेंसी
कुमारी,कुमारी
निर्देशित,निर्देशित
जैविक,जैविक
निकालकर,निकाल
उजाला,उजाला
ध्यानाकर्षण,ध्यानाकर्षण
चाहे,चाह
ढ़ंग,ढ़ंग
गार्ड,गार्ड
अमर,अमर
अंबिका,अंबिका
अंजान,अंजान
सेंटर,सेंटर
सीनाजोरी,सीनाजोरी
उपाध्याय,उपाध्याय
आकृष्ट,आकृष्ट
चपत,चपत
उठाई,उठा
चकन,चकन
आलम,आलम
तहसीलों,तहसील
सुनिश्चित,सुनिश्चित
बल्लभगढ़,बल्लभगढ़
अब्जर्वर,अब्जर्वर
मुसहर,मुसहर
महू,महू
दरवाज़ा,दरवाजा
श्रीगंगानगर,श्रीगंगानगर
बधाई,बधाई
शतक,शतक
१३.८५,१३.८५
ट्रस्ट,ट्रस्ट
डिजिटल,डिजिटल
वध,वध
डिपाज़िट,डिपाज़िट
भोजन,भोजन
मिस्टर,मिस्टर
कॉमर्स,कॉमर्स
कीमत,कीमत
तुलसीबाग,तुलसीबाग
६१६८.९८,६१६८.९८
आयोगों,आयोग
शांतिकुंज,शांतिकुंज
हरीकेन,हरीकेन
चिमनी,चिमनी
गंदगी,गंदगी
महंगी,महंगा
सेंध,सेंध
चिरांग,चिरांग
जोड़,जोड
प्रोब्लम,प्रोब्लम
उसने,वह
श्रद्धालु,श्रद्धालु
"8,000",8000
पौड़ी,पौड़ी
९४,९४
पौन,पौन
बहांग,बहांग
टेक,टेक
ग्लोबल,ग्लोबल
लेटेक्स,लेटेक्स
खराब,खराब
रूबरू,रूबरू
गुजरने,गुजर
तल्ख,तल्ख
गड़बड़,गडबड
४६८,४६८
ढौंडियाल,ढौंडियाल
मार्क,मार्क
एमडीएमए,एमडीएमए
त्रुटिपूर्ण,त्रुटिपूर्ण
चॉकलेट,चॉकलेट
फ्रेंको,फ्रेंको
उपलक्ष्य,उपलक्ष्य
वरली,वरली
जमकर,जम
मंदिरों,मंदिर
रगड़,रगड
लिखकर,लिख
वीनने,वीन
ठहरें,ठहर
थर्रा,थर्रा
होदलया,होदलया
कारगिल,कारगिल
सीड,सीड
गोंडर,गोंडर
स्थायी,स्थायी
वेंडेल,वेंडेल
जयाप्रदा,जयाप्रदा
कर,खड़ा
घेरा,घेरा
संत,संत
हिसार,हिसार
वितंडा,वितंडा
दशा,दशा
सौरव,सौरव
2003,2003
शिकारों,शिकारा
एडवांस,एडवांस
साइंस,साइंस
मैसर्ज,मैसर्ज
दीना,दीना
कहलगांव,कहलगांव
अक्टूबर,अक्टूबर
खोलेगा,खोल
शॉलवाले,शॉलवाले
ताजी,ताजा
प्रतीक,प्रतीक
आक्रामकता,आक्रामकता
निदेशालय,निदेशालय
दे,दे
आग,आग
रखे,रख
कलां,कलां
छुआ,छू
पचमढ़ी,पचमढ़ी
सुपरस्टार,सुपरस्टार
२४,२४
विदिशा,विदिशा
कच्छ,कच्छ
आदित्यनाथ,आदित्यनाथ
दया,दया
सुंगन,सुंगन
गिराए,गिरा
राजशेखरन,राजशेखरन
गुरुवार,गुरुवार
बॉडी,बॉडी
फिल्म,फिल्म
कामरूप,कामरूप
३७.७,३७.७
वोटों,वोट
क्षुब्ध,क्षुब्ध
सुझाने,सुझा
स्क्रॉल,स्क्रॉल
मील,मील
चमक,चमक
सुरंगें,सुरंग
वेश्यावृत्ति,वेश्यावृत्ति
अराजकताओं,अराजकता
जर्मनी,जर्मनी
आतंकवादी,आतंकवादी
बदलते,बदल
नॉर्वे,नॉर्वे
मायका,मायका
सुनहरा,सुनहरा
अंतुले,अंतुले
18,18
अकी,अकी
फ़र्क,फ़र्क
सिलवियो,सिलवियो
खतरा,खतरा
बलूचिस्तान,बलूचिस्तान
डुगवे,डुगवे
समझौता,समझौता
कहलाता,कहला
४०९१,४०९१
सेन,सेन
झूठा,झूठा
कायर,कायर
सेवकों,सेवक
मोहल्‍ला,मोहल्ला
एमटीवी,एमटीवी
लालकिले,लालकिला
शिप,शिप
रंगीन,रंगीन
ओल्ड,ओल्ड
७०,७०
"20,000",20000
कुप्रथा,कुप्रथा
ताछ,ताछ
चतुर्भुज,चतुर्भुज
निजी,निजी
आकाशवाणी,आकाशवाणी
गार्डेन,गार्डेन
स्कीइंग,स्कीइंग
पहाड़ी,पहाड़
शुरू,शुरू
इबरार,इबरार
वेब,वेब
जीवंत,जीवंत
बोले,बोल
प्रभावी,प्रभावी
आवागमन,आवागमन
मठों,मठ
विद्यासागर,विद्यासागर
थपथपाकर,थपथपा
१८८१,१८८१
सेक्रेटेरियट,सेक्रेटेरियट
एटॉमिक,एटॉमिक
बयानों,बयान
पक्के,पक्का
डीएवी,डीएवी
रामपाल,रामपाल
संस्कारों,संस्कार
क़ानून,कानून
तैश,तैश
एमआरपीएस,एमआरपीएस
भरोसा,भरोसा
कागज,कागज
जिम्मेदाराना,जिम्मेदाराना
बशरत,बशरत
आसपास,आसपास
कुर्द,कुर्द
प्रोड्यूसर,प्रोड्यूसर
अंतर्राष्ट्रीय,अंतर्राष्ट्रीय
दाखिल,दाखिल
बहुमंजिला,बहुमंजिला
बंदी,बंदी
अभिव्यक्ति,अभिव्यक्ति
संरक्षक,संरक्षक
प्रिंट,प्रिंट
चीफ,चीफ
पंधे,पंधे
बिखरे,बिखर
तक,तक
खीरी,खीरी
बिक,बिक
विश्वासपात्र,विश्वासपात्र
औपचारिकताएँ,औपचारिकता
लॉंच,लॉंच
टीम,टीम
सकते,सकते
धब्बा,धब्बा
गुरूद्वारों,गुरूद्वारा
दरअसल,दरअसल
पुंछी,पुंछी
रोटरडैम,रोटरडैम
नौवीं,नौवां
परामर्शदाता,परामर्शदाता
कभी,कभी
ब्राह्मण,ब्राह्मण
14वीं,14वाँ
तीसरी,तीसरा
पड़े,पड
शून्य,शून्य
कर्बी,कर्बी
गिरी,गिर
समझो,समझ
छापामार,छापामार
टैपिंग,टैपिंग
मिलती,मिल
संभालने,संभाल
रेलों,रेल
उपदेशक,उपदेशक
वाराणसी,वाराणसी
क़रीब,करीब
भविष्यवाणी,भविष्यवाणी
कर्ज,कर्ज
57,57
राशिदीन,राशिदीन
टेका,टेक
उपकेंद्रों,उपकेंद्र
"३,२३,५६३",३२३५६३
५.५६,५.५६
प्रदर्शन,प्रदर्शन
पिता,पिता
फ्यूर्ड,फ्यूर्ड
दम्पति,दम्पति
जीआईएचल,जीआईएचल
रोज़,रोज
पैमाइश,पैमाइश
वाह,वाह
पाएगी,पा
माहिर,माहिर
मोहाली,मोहाली
२१३१,२१३१
मार्फत,मार्फत
बेहतरीन,बेहतरीन
परिक्रमा,परिक्रमा
निराधार,निराधार
जीतेंगीं,जीत
मुकर,मुकर
न्यायसंगत,न्यायसंगत
सर्विसेज़,सर्विस
ब्रांडॅन,ब्रांडॅन
बरतना,बरत
बॉर्डर,बॉर्डर
जलाशय,जलाशय
फिसलने,फिसल
दिक्कतें,दिक्कत
दवाईयाँ,दवाईयाँ
मांग,मांग
परंपरागत,परंपरागत
संभवतः,संभवतः
२००३,२००३
),)
हफ़्तों,हफ्ता
फर्नांडीज,फर्नांडीज
मुकदमें,मुकदमा
कॉलों,कॉल
आकलन,आकलन
चौकियाँ,चौकी
सीढियाँ,सीढी
खरीदना,खरीद
मदनी,मदनी
आस्ट्रेलियन,आस्ट्रेलियन
योजना,योजना
चौंका,चौंक
प्रवृत्तियों,प्रवृत्ति
रुझान,रुझान
प्रसाधन,प्रसाधन
एजेंसियां,एजेंसी
सर्वोदय,सर्वोदय
टोरंटो,टोरंटो
सांप,सांप
५५,५५
न्यूरो,न्यूरो
हस्तियां,हस्ती
२५वीं,२५
लखनऊ,लखनऊ
पहुँचाएं,पहुँचा
चलाने,चला
सज्जाद,सज्जाद
आपदा,आपदा
५.५,५.५
१४५वें,१४५वाँ
सैद्धांतिक,सैद्धांतिक
संगीतकार,संगीतकार
लोकप्रियता,लोकप्रियता
उग्र,उग्र
लौकी,लौकी
वाद,वाद
परशुराम,परशुराम
स्टे,स्टे
मुस्लिम,मजबूत
बकुल,बकुल
दूरियाँ,दूरी
चार्ल्स,चार्ल्स
पैनल,पैनल
कहने,कह
डालेगा,डाला
ताकत,ताकत
जूलॉजिकल,जूलॉजिकल
एपीजे,एपीजे
एंक्लोजर,एंक्लोजर
वीक,वीक
कार्टूनिस्ट,कार्टूनिस्ट
बुल्स,बुल्स
कुमार,कुमार
जोशीपुरा,जोशीपुरा
द्रविड़,द्रविड
समर्पित,समर्पित
६.२९,६.२९
सबेरा,सबेरा
पाइप,पाइप
यशोवर्मन,यशोवर्मन
यूटीएल,यूटीएल
एरियर,एरियर
आईसीयू,आईसीयू
पुष्टि,पुष्टि
डिपेंडेबल,डिपेंडेबल
दुखद,दुखद
धीमी,धीमा
हया,हया
देवबंदी,देवबंदी
झाड़ने,झाड़
पावर,पावर
हिमपात,हिमपात
त्यौहारों,त्योहार
डीएई,डीएई
सांस्कृतिक,सांस्कृतिक
उठाने,उठा
खोली,खोल
प्रतिशत,प्रतिशत
मूड,मूड
दरगाह,दरगाह
हीरक,हीरक
नबील,नबील
वॉल्टडिजनी,वॉल्टडिजनी
जुटेंगे,जुट
१९२०,१९२०
विधायकों,विधायक
अनावश्यक,अनावश्यक
ढलान,ढलान
तकनीकी,तकनीकी
19वीं,19वाँ
बाहरी,बाहरी
इसी,य़ह
इस्माइल,इस्माइल
अभिभाषण,अभिभाषण
बाशिंदों,बाशिंदा
रुपरेखा,रुपरेखा
जुटी,जुट
कर्मचारी,कर्मचारी
वार्ता,वार्ता
बसंत,बसंत
वसूलने,वसूल
पोर्ट,पोर्ट
पहाड़ाबाद,पहाड़ाबाद
देवताओं,देवता
डलवाने,डलवा
क़हर,क़हर
दुकानदार,दुकानदार
मेज़बान,मेज़बान
मंगतराम,मंगतराम
नियुक्ति,नियुक्ति
मसलों,मसला
पत्थरों,पत्थर
तुड़वा,तुड़वा
जीत,जीत
मचा,मचा
बागडोर,बागडोर
एडिशनल,एडिशनल
मुकाम,मुकाम
खटकती,खटक
राजधानी,राजधानी
चरणजीत,चरणजीत
बिश्वास,बिश्वास
मुताबिक़,मुताबिक
दुगलबिट्टा,दुगलबिट्टा
मालवण,मालवण
जल्द,जल्द
रजिस्ट्रार्स,रजिस्ट्रार
ऑनर,ऑनर
सम्मानित,सम्मानित
हटाकर,हटा
महरौली,महरौली
कार्निवाल,कार्निवाल
किलोग्राम,किलोग्राम
भिखु,भिखु
अवहेलना,अवहेलना
कमलेश्वर,कमलेश्वर
खोखर,खोखर
हर्षवर्मन,हर्षवर्मन
शाहरुख,शाहरुख
एच,एच
पलटकर,पलट
शुभारंभ,शुभारंभ
मिनिट,मिनिट
निंदा,निंदा
जैसे,जैसा
नीरू,नीरू
सेंटॅरस,सेंटॅरस
मुक्ति,मुक्ति
बहना,बह
स्कूल,स्कूल
घटी,घट
वैक्सीन,वैक्सीन
जोड़,जोड़
छत,छत
महानिदेशक,महानिदेशक
चाइना,चाइना
पहुंचनी,पहुंच
१.९०,१.९०
८४,८४
रूट,रूट
जिम्मेदारी,जिम्मेदारी
बेंजामिन,बेंजामिन
पूर्वज,पूर्वज
साज़िश,साजिश
पॉश,पॉश
यूरोपीय,यूरोपीय
कचरा,कचरा
फूलों,फूल
हर्ज,हर्ज
हितों,हित
घाजी,घाजी
निहाल,निहाल
इजाजत,इजाजत
वाइको,वाइको
हिचक,हिचक
देवदर्द,देवदर्द
नाक़ाम,नाकाम
मिड,मिड
कांस्टेबल,कांस्टेबल
कोनेशवरन,कोनेशवरन
अवनति,अवनति
हलवा,हलवा
श्रीलंकाई,श्रीलंकाई
घंटा,घंटा
माफ़ीनामा,माफ़ीनामा
एनसीसी,एनसीसी
मुंशी,मुंशी
उनसे,वह
घूमने,घूम
मैप,मैप
रूप,रूप
एयरलाइंस,एयरलाइन
शीतकाल,शीतकाल
योको,योको
रूल,रूल
बनवाई,बन
सिटीजंस,सिटीजन
मधुकर,मधुकर
नयन,नयन
मांगों,मांग
बाध्यता,बाध्यता
पासपोर्ट,पासपोर्ट
भुगतान,भुगतान
तीस्ता,तीस्ता
चचेरा,चचेरा
अस्सी,अस्सी
परिसर,परिसर
मल्टीमीडिया,मल्टीमीडिया
लिना,लिना
सैन्यकरण,सैन्यकरण
मोहता,मोहता
निभानी,निभा
बालू,बालू
ओरलैंडोवासी,ओरलैंडोवासी
उम्मीदवारों,उम्मीदवार
षड्यंत्र,षड्यंत्र
हाहाकार,हाहाकार
रोके,रोक
किंगडम,किंगडम
आपरेटर,आपरेटर
चिंगारियां,चिंगारी
बजाय,बजाय
दाम,दाम
जता,जता
मातृभूमि,मातृभूमि
एटीआर,एटीआर
फ्लैटों,फ्लैट
१२३,१२३
डिब्बा,डिब्बा
करहेड़ा,करहेड़ा
दूसरी,दूसरी
बाउंसर,बाउंसर
थाईलैंड,थाईलैंड
लौटकर,लौट
रोककर,रोक
औपचारिकताएं,औपचारिकता
प्लेनेटोरियम,प्लेनेटोरियम
प्रणाली,प्रणाली
सवर्णों,सवर्ण
मसूर,मसूर
निपटा,निपट
जेफ,जेफ
प्रवर्तन,प्रवर्तन
3.00,3.00
खासियत,खासियत
नमूनों,नमूना
हैरिटेज,हैरिटेज
महत्‍वपूर्ण,महत्‍वपूर्ण
एलन,एलन
गोलों,गोला
लाग,लाग
कचगरी,कचगरी
हजम,हजम
संक्रांति,संक्रांति
अनबू,अनबू
चैंपियनशिप,चैंपियनशिप
बनवाए,बनवा
हिंसा,हिंसा
महासचिवों,महासचिव
आईपीसीएल,आईपीसीएल
असमय,असमय
कागजों,कागज
पैंतीस,पैँतीस
जीआईएचएल,जीआईएचएल
कढ़ी,कढ
जगह,जगह
दैट,दैट
करांची,करांची
मोहल्लों,मोहल्ला
मैठाणी,मैठाणी
१५.२०,१५.२०
३.३,३.३
अम्मा,अम्मा
पूजन,पूजन
फ्रोस्ट,फ्रोस्ट
ठाणे,ठाणे
उठाएगी,उठा
कल्पनाओँ,कल्पना
नोरबू,नोरबू
गोकुल,गोकुल
बाक़ी,बाकी
बढ़ाना,बढ़ा
शर्मिला,शर्मिला
जनसंपर्क,जनसंपर्क
फोकस,फोकस
सीबीएमएस,सीबीएमएस
डटे,डट
भाषाएं,भाषा
मेडन,मेडन
आँकी,आँक
मैकार्थर,मैकार्थर
आराम,आराम
स्कॉब,स्कॉब
दुर्गापुर,दुर्गापुर
क्लर्क,क्लर्क
वैधानिक,वैधानिक
अभद्रता,अभद्रता
कोष्ठकों,कोष्ठक
ढोलकिया,ढोलकिया
खेत,खेत
परिवार,परिवार
यूरेनियम,यूरेनियम
८००००,८००००
नज़दीकी,नजदीकी
रुकवाने,रुकवा
रिलीफ,रिलीफ
सौपा,सौप
यंग,यंग
राजस्व,राजस्व
सावधि,सावधि
मास,मास
41,41
१९१४,१९१४
ईयाद,ईयाद
धारणा,धारणा
ओलाफुर,ओलाफुर
फराह,फराह
रेगनर,रेगनर
होंठ,होंठ
मंत्रीय,मंत्रीय
फोटोग्राफरों,फोटोग्राफर
थावरचंद,थावरचंद
राजौरी,राजौरी
ग़ौरतलब,ग़ौरतलब
महाप्रबंधक,महाप्रबंधक
लिट्टे,लिट्टे
एकल,एकल
प्रतिभाशाली,प्रतिभाशाली
रूझान,रूझान
आग्नेय,आग्नेय
कॉम्पलैक्स,कॉम्पलैक्स
द्ब,द्ब
होसमट,होसमट
धौलपुर,धौलपुर
वेदो,वेदो
पीटरसन,पीटरसन
शरणगृह,शरणगृह
धनु,धनु
