अंतरापत्रित,,अंतरापत्र,ित
निर्बंध,निर्,बंध,
पड़्व,,पड,़्व
बूँदों,,बूँद,ों
अम्पायर,अम्प,ायर,
स्वचछ,,स्वचछ,
ज़िंदादिली,,ज़िंदा,दिली
कोडे,,कोड,े
सकतें,,सकतें,
जागृत,,जाग,ृत
मउस,,मउस,
चाँदि,,चाँद,ि
सम्मेलन्,,सम्मेलन्,
गतिशीलता,,गति,शीलता
नु़कसान,,नु़कसान,
अवष्टब्ध,,अवष्टब्ध,
वेबसाइटों,,वेबसाइट,ों
समाकृति,समा,कृति,
डोर,,डोर,
अनधिमूल्यित,अनधि,मूल्य,ित
तत्समय,,तत,्समय
पदी,,पद,ी
चुंबन,,चुंब,न
एकलौती,,एक,लौती
मढ़ाया,,मढ़ा,या
टैलीकटेज,,टैलीकटेज,
परिवर्तित,परि,वर्तित,
चूसने,,चूस,ने
पुकारती,,पुकार,ती
आयनमंडल,,आयन,मंडल
गुलदस्ता,,गुलदस्ता,
उभयलिंगी,,उभयलिंगी,
त्रिविम,,त्रिविम,
दुमंजिला,दु,मंजिला,
डिलाइट,,डिलाइट,
खाता,,खाता,
1914,,1914,
मासूम,,मासूम,
संतों,,सं,तों
यहलेल,,यह,लेल
इब्राहीम,,इब्राहीम,
संवेदना,सं,वेदना,
अप्रतिशोधित,अप्र,तिशो,धित
प्रगाढ़,प्र,गाढ़,
भावनावों,,भावना,वों
रिश्तेदारिन,,रिश्ते,दारिन
परलोक,पर,लोक,
दलाली,,दलाल,ी
दूने,,दूने,
ऊंघने,,ऊंघ,ने
मालघाट,माल,,घाट
टालने,,टाल,ने
अभिरंजन,अभि,रंज,न
फूले,,फूल,े
न्यायाधीशों,,न्यायाधीश,ों
हसर्गद्दा,,हसर्गद्दा,
टेवा,,टेव,ा
चंचल,,चंचल,
गुम्बदाकर,,गुम्बद,ाकर
पीतरंजक,पी,तरंज,क
कुलना,,कुल,ना
राव,,राव,
लगें,,लगें,
उत्कंठापूर्वक,उत्,कंठ,ापूर्वक
नरभक्षक,,नर,भक्षक
जलातीं,,जल,ातीं
तरणक,,तरण,क
यंत्रतुल्य,,यंत्र,तुल्य
स्वर्गदूतों,,स्वर्ग,दूतों
हाराकीरी,,हार,ाकीरी
ओडोकइलियस,,ओडोकइलियस,
जायगा,,जाय,गा
तरेरना,,तरेर,ना
मँहगाई,,मँहगा,ई
सुनकर,,सुन,कर
भवनसमूह,,भवन,समूह
छूओ,,छू,ओ
अखमीरी,अ,खमीर,ी
प्रतिभूति,प्रति,भूति,
करूँगा,,कर,ूँगा
वालेए,,वाले,ए
झपट,,झप,ट
अपनाएँ,,अपना,एँ
रूबाब,,रूब,ाब
जानवरों,,जानवर,ों
शांन्ति,,शांन्त,ि
41,,41,
मशीनीकरण,,मशीन,ीकरण
दूधपिउवा,,दूध,पिउवा
विचारण,,विचार,ण
दुग्धमापी,,दुग्ध,मापी
मंदता,,मंद,ता
अनुस्खीय,अनु,स्खीय,
सुनिश्चितता,सु,निश्चित,ता
उद्घाटक,,उद्घाट,क
संगृहीत,सं,गृहीत,
कीचड,,कीचड,
ॠतुओं,,ॠतु,ओं
जलकुक्कुट,,जल,कुक्कुट
दाहिनी,,दाहिनी,
समुद्रगर्भ,,समुद्र,गर्भ
कलात्मकता,,कला,त्मकता
कपाटिका,,कपाट,िका
पेड़खंड,,पेड़,खंड
अनाश्चर्यजनक,,अनाश्चर्य,जनक
शराबखानों,,शराब,खानों
प्रधार,प्र,धार,
लीलाक्रीड़ा,,लीला,क्रीड़ा
पहिये,,पहिये,
यहूदिनी,,यहूदिनी,
बिशप,,बिशप,
लपसी,,लपसी,
सरपंच,सर,पंच,
डैशबोर्ड,डैश,बोर्ड,
पारो,,पार,ो
जालसाजी,,जाल,साजी
मुड़ा,,मुड़,ा
हमशक्ल,हम,शक्ल,
फिरा,,फिर,ा
दीवानी,,दीवानी,
लज्जा,,लज्जा,
एड,,एड,
ठाठदार,,ठाठ,दार
कड़छी,,कड़छी,
अन्तरिक्ष,,अन्तर,िक्ष
जाएगी,,जाए,गी
हाँडी,,हाँडी,
पहुँचता,,पहुँच,ता
छदि,,छदि,
उपप्रेरणात्मक,उप,प्रेरण,ात्मक
कमा,,कम,ा
सर्वसामान्य,सर्व,सामान्य,
वत,,वत,
पुनर्मेल,पुनर्,मेल,
सन्धि,,सन्धि,
आत्मसंतुष्ट,आत्म,संतुष्ट,
नुमाइश,,नुमाइश,
बहलाऊं,,बहलाऊं,
अशन,,अशन,
तलाक,,तलाक,
नालों,,नाल,ों
घूम्ना,,घूम,्ना
मुख्यतया,,मुख्य,तया
लड़का,,लड़का,
खिजाना,खि,जाना,
कम्पन,,कम्प,न
बडी,,बडी,
सूचकांक,,सूचकांक,
सीकर,,सीकर,
सराए,स,राए,
जाड़े,,जाड़,े
धर्मशिक्षक,धर्म,शिक्षक,
कुरेदनी,,कुर,ेदनी
मिट,,मिट,
ऑफर,,ऑफर,
काटते,,काटते,
खीरे,,खीर,े
दाग़दार,,दाग,़दार
अप्रतिवादित,अ,प्रतिवादित,
मस्नातक,म,स्नातक,
सौभाग्यवान्,सौ,भाग्य,वान्
परकीर्या,पर,कीर्या,
प्रदाता,प्र,दाता,
दाउद,,दाउद,
अध्यात्मविद्या,अध्यात्म,विद्या,
परिज्ञेय,परि,ज्ञेय,
कपडो,,कपड,ो
कड़ा,,कड़ा,
बागी,,बाग,ी
सुसंपन्न,सु,संपन्न,
कारीगरी,,कारीगर,ी
अप्रत्ययकारिता,अप्रत्यय,कारिता,
गुनगुनाते,,गुनगुना,ते
खड़ग,,खड़,ग
बेदमजनूँ,,बेदम,जनूँ
स्नेहपूर्ण,,स्नेह,पूर्ण
खुशबु,,खुश,बु
दिगंबर,,दिगंबर,
सांख्यिकीय,,सांख्य,िकीय
परा,,पर,ा
हत्यारिन,,हत्या,रिन
विषैले,,विष,ैले
रंगभूषा,,रंग,भूषा
बिलखना,ब,िलख,ना
फूलते,,फूल,ते
जिसका,,जिसका,
अंतकाल,,अंत,काल
टिमटिमाते,,टिमटिमाते,
ब्रह्माण्डोत्पत्ति,,ब्रह्माण,्डोत्पत्ति
धोई,,धोई,
अर्द्धग्रास,,अर्द्ध,ग्रास
दर्शककक्ष,,दर्शकक,क्ष
शीघ्र,,शीघ्र,
घंटियां,,घंटि,यां
उपकर,उप,कर,
क़हवा,क़,हवा,
विपथगामी,,विपथ,गामी
वार्तालाप,,वार्ता,लाप
झिल्ली,,झिल्ली,
अनन्तकाल,,अनन्त,काल
हाबील,,हाबील,
ताशी,,ताश,ी
अंतरराष्ट्रीय,अंतर,राष्ट्रीय,
छेनी,,छेनी,
उगर,,उगर,
पथदर्शक,,पथ,दर्शक
द्वन्द्वयुध्द,द्वन्द्व,युध्द,
शासनपत्र,शासन,पत्र,
भविष्यद्रष्टा,,भविष्य,द्रष्टा
संकटावस्था,,संकट,ावस्था
कुँज,,कुँज,
पंचर,,पंच,र
शपी,,शप,ी
महसूल,मह,सूल,
सरकाव,,सर,काव
भग्नपोत,,भग्न,पोत
मोड़ेगा,,मोड,़ेगा
लगत,,लग,त
सिखाना,,सिखा,ना
मूर्छित,,मूर्छित,
तंबोला,तं,बोल,ा
चमका,,चमक,ा
नीकुपुलिस,,नीक,उपुलिस
होमी,,होम,ी
लच्छी,,लच्छी,
ज़ांबियाई,,ज़ांबिया,ई
सपीड़ित,स,पीड़ित,
बहल,ब,हल,
कबीर,,कबीर,
निर्माणाधीन,,निर्माण,ाधीन
सेंहुआं,,सेंहुआं,
सम्बन्धअ,,सम्बन्ध,अ
व्यस्ततापूर्वक,,व्यस्तता,पूर्वक
व्याख्यात्मक,,व्याख्या,त्मक
सड़क,,सड़क,
चिरकालीन,,चिरकाल,ीन
मौड्युलरिसआ,,मौड्युलर,िसआ
र्हासअ,,र्हासअ,
लंच,,लंच,
इनोडिरस,,इनोडिरस,
हट,,हट,
सुक्षमता,सु,क्षमता,
टावल,,टावल,
नहलाना,,नहला,ना
तलघर,तल,घर,
फटन,,फट,न
उछालकर,,उछा,लकर
कामचला,,कामचला,
तशींश,,तशींश,
धारणा,,धारण,ा
मरोदक,,मरोद,क
ग्रहणकर,,ग्रहण,कर
मोबाईल,,मोबाईल,
अपच्छेदन,,अपच्छेद,न
बड़ौदा,,बड़ौदा,
उद्गमस्थल,,उद्गम,स्थल
पोतीपेरा,,पोती,पेरा
राफेल,,राफेल,
तनहाई,,तनहाई,
बाली,,बाल,ी
सेबों,,सेब,ों
कमल,,कमल,
दंड़न्याय,,दंड़,न्याय
हाउस,,हाउस,
अर्द्धपारगम्य,,अर्द्ध,पारगम्य
ज्ञानेश्वरी,,ज्ञानेश्व,री
गद्दीदार,,गद्दी,दार
कटहल,,कटहल,
बरेली,,बरेली,
योकेबेद,,योकेबेद,
हत्यारा,,हत्या,रा
खरबूजा,,खरबूजा,
घुड़दौड़,घुड़,दौड़,
अन्तरदाह,,अन्तर,दाह
सोडियम,,सोडियम,
व्हेल,,व्हेल,
र्माग,,र्माग,
खुदरा,,खुदरा,
साहित्यशास्त्रीय,,साहित्य,शास्त्रीय
अधूरेपन,,अधूरे,पन
पिन्धा,,पिन्धा,
प्रलाभी,,प्रलाभ,ी
छायाकार,,छाया,कार
लाचारी,,लाचार,ी
अमरता,,अमर,ता
पुंजी,,पुंज,ी
वचनबद्धता,,वचन,बद्धता
पारक्रमित्र,पारक्र,मित्र,
त्ंअग,,त्ंअग,
विभु,,विभु,
चाँद,,चाँद,
मुस्कराना,,मुस्कराना,
अव्यवहार्य,,अव्यवहार्य,
लघुकृत,,लघु,कृत
राजवस्त्र,राज,वस्त्र,
हूशी,,हूश,ी
तंदुरुस्ती,,तंदुरुस्त,ी
जुल,,जुल,
वेष,,वेष,
अवर्धित,अ,वर्ध,ित
मैग्नीशिया,,मैग्नीशिया,
गर्तें,,गर्त,ें
उपन्यासकारों,,उपन्यासकार,ों
ढपोऴशंख,ढपोऴ,शंख,
वाषिर्क,,वाषिर,्क
हीमाधुर्य,,हीम,ाधुर्य
लेबनानवासी,,लेबनान,वासी
धर्मीं,,धर्म,ीं
उदाहरण,,उदाहरण,
अभिघातक,,अभिघात,क
माह्,,माह,्
अप्रशमित,अ,प्रशमित,
जलकल,,ज,लकल
बुन्नी,,बुन्नी,
निर्ममअक्खड़ता,निर्मम,अक्खड़ता,
अशिरस्क,अ,शिरस्क,
आयनित,,आयन,ित
तिरेंदा,,तिरेंदा,
पूर्वप्रत्यय,पूर्व,प्रत्यय,
राज्यतंत्र,राज्य,तंत्र,
जौहर,,जौहर,
पूतिजीवरक्तता,पूति,जीवरक्तता,
ग्रामी,,ग्रामी,
सस्नेहा,स,स्नेहा,
विलोड़ित,,विलोड,़ित
प्रकाशितवाक्य,,प्रकाशित,वाक्य
ओछा,,ओछा,
अयोग्यता,,अयोग्य,ता
स्वेटशर्ट,स्वेट,शर्ट,
लगाइए,,लगा,इए
मुश्किल्,,मुश्किल,्
प्रकृति,,प्रकृति,
ड्रिप,,ड्रिप,
आरामदायी,,आराम,दायी
नसारे,,नस,ारे
ब्रेकअ,,ब्रेक,अ
आकाशलोचक,,आकाश,लोचक
लेकअ,,लेक,अ
पत्रहिनत्व,,पत्र,हिनत्व
घूँसे,,घूँसे,
गड़ाना,,गड़ा,ना
डाइनेमो,,डाइनेमो,
आपसी,,आपस,ी
मरकद,,मरक,द
संब,,संब,
ग़रीब,,ग़रीब,
भंड़ार,,भंड़ार,
पूज्य,,पूज्य,
देखोगे,,देख,ोगे
हुल्लड़,,हुल्लड़,
सरसता,,सरस,ता
स्‍थायी,,स्‍थाय,ी
मोनल,,मोनल,
छुड़ाना,,छुड़ा,ना
परंपराओं,,परंपरा,ओं
ः,,ः,
ईकोसक्,,ईकोसक,्
प्रत्ययकारिता,प्रत्यय,कार,िता
गली,,गली,
तोरणाच्छादन,,तोरण,ाच्छादन
मन्नतें,,मन्नत,ें
शाही,,शाही,
ईँट,,ईँट,
नरकवास,,नरक,वास
समुच्चय,,समुच्च,य
कूड़ा,,कूड़ा,
दुष्कर,,दुष,्कर
शित्तिम,,शित्तिम,
ऊर्जावान,,ऊर्जा,वान
असिविद्या,असि,विद्या,
सर्जनात्मकता,,सर्जन,ात्मकता
मेमरी,,मेमरी,
फहराते,,फहराते,
पीनहास,पीन,हास,
गोदी,,गोदी,
प्रत्युद्धरण,प्रत्य,उद्धरण,
आपातकाल,,आपात,काल
अल्टोक्युम्युलस,,अल्टोक्युम्युलस,
छूछे,,छूछे,
माँदा,माँ,दा,
हृद्शूल,,हृद्,शूल
अविनिमेय,अ,विनिमेय,
फनूएल,,फनू,एल
यिपदयाह,,यिपदय,ाह
बल्लमवाला,,बल्लम,वाला
जीवोत्पत्ति,,जीव,ोत्पत्ति
समानयनअ,,समान,यनअ
राष्ट्रीयता,,राष्ट्र,ीयता
पहुंचाऊंगा,,पहुंच,ाऊंगा
आइसिंग,,आइसिंग,
पेटी,,पेट,ी
रिहाइशी,,रिहाइ,शी
असंवादी,अ,संवाद,ी
फटका,,फटका,
उत्ताप,,उत्ताप,
बोछाड़,,बोछ,ाड़
छिड़काव,,छिड़का,व
व्याजोक्ति,,व्याज,ोक्ति
अपस्तनन,अप,स्तनन,
भाए,,भाए,
धूम्रपान,,धूम,्रपान
ढाई,,ढाई,
चीनना,,चीन,ना
रसोइ,,रसोइ,
बरसी,,बरस,ी
अभौतिक,अ,भौतिक,
ऑस्ट्रेलियाई,,ऑस्ट्रेलिया,ई
पशुशास्त्र,,पशु,शास्त्र
कैप्टन,,कैप्टन,
भांड,,भांड,
फ़ोल्डर,,फ़ोल्डर,
महानद,महा,नद,
इक़रार,इ,क़रार,
दिखावे,,दिखा,वे
शर्ते,,शर्त,े
भरनवाली,,भरनवाली,
नबादशाह,न,बादशाह,
वास्तुकार,,वास्तु,कार
ज़ंजीर,,ज़ंजीर,
फलप्रद,,फल,प्रद
अप्रमाणीकृत,अ,प्रमाण,ीकृत
स्पेनियल,,स्पेन,ियल
फार्महाउस,,फार्म,हाउस
हुतात्मा,,हुत,ात्मा
कापी,,काप,ी
हाईफन,,हाई,फन
साधमस्त,,साध,मस्त
क़र,,क़र,
करारेदार,,करार,ेदार
व्यक्तिओं,,व्यक्ति,ओं
गुंजाइष,,गुंजा,इष
पल्लों,,पल्लों,
2002,,2002,
ग्यारहों,,ग्यारह,ों
विसंक्रामक,,विसंक्राम,क
तहत,,तहत,
चर्चित,,चर्चित,
ऐस्डिक,,ऐस्डिक,
तृतीया,,तृतीया,
लीग,,लीग,
हवीला,,हवीला,
किलोवाट,,किलो,वाट
चीफ़,,चीफ़,
ग्रिम,,ग्रिम,
मारपीट,,मार,पीट
पड़ीं,,पड़,ीं
जुड़वें,,जुड़वें,
प्रत्यक्षज्ञान,,प्रत्यक्ष,ज्ञान
घोडों,,घोडो,ं
आकांशा,,आकांश,ा
समरिया,,समरिया,
पूर्वैया,,पूर्व,ैया
प्याली,,प्याली,
दमिश्कियों,,दमिश्क,ियों
क्षमादाना,,क्षमा,दाना
सीमांकन,,सीमा,ंकन
प्रक्षुब्ध,प्र,क्षुब्ध,
कूदत,,कूद,त
32,,32,
इन्सुलिन,,इन्सुलिन,
अयाचित,,अयाचित,
गन्दा,,गन्द,ा
व्यक्तित्त्व,,व्यक्तित,्त्व
छिन्न,,छिन्न,
लताएं,,लता,एं
कॉम्प्रेस,,कॉम्प्रेस,
लँंगड़ा,,लँंगड़,ा
परिमिति,,परिमिति,
पुनर्कृति,पुनर्,कृति,
च्हिन्ह,,च्हिन्ह,
नसीह,न,सीह,
बनावाई,,बनावाई,
असमादत्त,अ,समादत्त,
वायुदाबमापी,,वायुदाब,मापी
विलासी,,विलास,ी
प्रफुल्लित,,प्रफुल्ल,ित
आंदोलन,,आंदोल,न
उसनमछली,उ,सनमछली,
रिश्तेदारी,,रिश्ते,दारी
अभिज्ञता,अभि,ज्ञता,
मारना,,मार,ना
बैनेली,,बैनेल,ी
खटास,,खटास,
तुलनात्‍मक,,तुलना,त्‍मक
यथार्थवाद,,यथार्थ,वाद
उत्स्फोटक,,उत्स्फोट,क
धरो,,धर,ो
मस,,मस,
फूलों,,फूल,ों
उपले,,उपल,े
पदन्यूनता,,पद,न्यूनता
ज़्यादती,,ज़्यादती,
बुझने,,बुझ,ने
स्राप,,स्राप,
नामराशी,,नाम,राशी
धूमिल,धू,मिल,
जन्न्त,,जन्न्त,
बटेंगे,,बटेंगे,
कछुक,,कछुक,
पत्रात्मक,,पत्र,ात्मक
स्तरीय,,स्तर,ीय
बेवकूफ्ॅई,,बेवकूफ,्ॅई
अवश्रव्य,अव,श्रव्य,
इंदिरा,,इंदिरा,
उज्जैन,,उज्जैन,
विषविज्ञानी,विष,विज्ञानी,
अभिरक्षा,अभि,रक्षा,
लैफ़्टिनेंट,,लैफ़्टिनेंट,
सांसरिक,,सांस,रिक
मृत्युवत्,,मृत्यु,वत्
कार्यपालन,,कार्य,पालन
चाटेंगे,,चाट,ेंगे
श्रीलाल,श्री,लाल,
उद्दण्डता,,उद्दण्ड,ता
कार्बनयुक्त,,कार्बन,युक्त
कतराने,,कतरा,ने
रसायण,,रस,ायण
हिमनदीय,हिम,नदीय,
रविवारीय,,रविवार,ीय
बेपरिमाण,बे,परिमाण,
वली,,वली,
गँवानी,गँव,ानी,
संसंजन,सं,संजन,
घटनापूर्ण,,घटन,ापूर्ण
अल्पावस्था,अल्प,ावस्था,
संभरण,,संभरण,
समर्थक,,समर्थ,क
धारीधार,,धार,ीधार
प्रत्‍यययुक्‍त,प्रत्‍यय,युक्‍त,
कल्पना,,कल्प,ना
दुल्हन,,दुल्हन,
चौंके,,चौंक,े
उतार्,,उतार,्
पाखंड,पा,खंड,
फुट्ट,,फुट्ट,
दसवें,,दस,वें
दिखाकर,,दिखा,कर
बहुसंस्कृतिवाद,बहु,संस्कृति,वाद
हदद्रिम्मोन,,हदद्रिम्मोन,
यिज्रेली,,यिज्रेल,ी
विध्वंसघात,,विध्वंस,घात
पाएगी,,पाएगी,
खुत्थी,,खुत्थी,
चिताता,,चिता,ता
चैंपियनशिप,,चैंपियन,शिप
छत्री,,छत्र,ी
जनकल्याण,जन,कल्याण,
संबोधाे,,संबोध,ाे
दिलचस्प,,दिल,चस्प
कश्मकश,,कश्म,कश
बदलनेवाला,,बदल,नेवाला
णिचे,,णिच,े
फ़्लैक्स,,फ़्लैक्स,
स्केल,,स्केल,
सँभल,,सँभल,
तीर,,तीर,
नकसीर,नक,सीर,
समीचीऩ,,समीचीऩ,
अद्वैतवादी,,अद्वैत,वादी
तारलेखी,,तारलेख,ी
वातपत्र,वात,पत्र,
कुरितियाँ,,कुरित,ियाँ
क्रमशः,,क्रम,शः
करेग,,कर,ेग
चूता,,चूत,ा
बान्धते,,बान्ध,ते
पौरूष,,पौरूष,
खेलेगा,,खेल,ेगा
वृद्धिरुद्ध,,वृद्धि,रुद्ध
मुस्कुराने,,मुस्कुरा,ने
अज्ञेयवाद,,अज्ञेयवाद,
समस्त,,समस्त,
संरक्षिका,,संरक्षिका,
यही,,यह,ी
अभिनेत्रियाँ,,अभिनेत्रि,याँ
त्यागएना,,त्याग,एना
महँगा,,महँगा,
सँकल्प,,सँकल्प,
विस्‍थापित,,विस्‍थापित,
परिभाषित,परि,भाषित,
नास्तिवादी,,नास्ति,वादी
बोलने,,बोल,ने
बेक़ाबू,,बेक़ाबू,
गुहा,,गुहा,
आंकड़े,,आंकड़े,
अवर्णीकरण,,अवर्णी,करण
क्लाइटोरिस,,क्लाइटोरिस,
दोषों,,दोष,ों
बनते,,बन,ते
पासंग,पा,संग,
खदेड़ना,,खदेड़,ना
भटके,,भटक,े
जीवनयापन,,जीवन,यापन
ट्रिमास,,ट्रिमा,स
बेरियमअ,,बेरियम,अ
पोर्टल,,पोर्टल,
अत्याचार,,अत्याचार,
कल्पणिक,,कल्पणिक,
डुबकी,,डुबक,ी
आश्चर्यपूर्ण,,आश्चर्य,पूर्ण
कांत,,कांत,
संभाविअता,,संभाविअत,ा
क्षीयमान,,क्षीयमान,
सम्बंधित,,सम्बंधित,
पड़ोसी,,पड़ोसी,
सूँड,,सूँड,
अग्रप्रेषित,,अग्रप्रेषित,
तलाशी,,तलाशी,
धाेना,,धाे,ना
रंगबिरंगी,,रंगबिरंगी,
भिनभिनाहट,,भिनभिनाहट,
गुलमेख,,गुलमेख,
रचता,,रचता,
मोड़ने,,मोड़,ने
कम्यूनिस्ट,,कम्यूनिस्ट,
आबाद,,आबाद,
अत्यावश्यकता,,अत्यावश्यक,ता
प्रिज़्म,,प्रिज़्म,
यिश्वा,,यिश्वा,
बतला,,बतला,
डराक,,डर,ाक
शीलोह,,शीलोह,
सूक्ष्मतापूर्वक,,सूक्ष्मता,पूर्वक
जीविते,,जीवित,े
आतुरतापूर्वक,,आतुरता,पूर्वक
नोटिस,,नोटिस,
ताने,,ताने,
जरीब,,जरीब,
पे,,पे,
गढ़ी,,गढ़ी,
बज्र,,बज्र,
सरदी,,सरदी,
मुट्ठियों,,मुट्ठियों,
श्यानता,,श्यान,ता
चीराअना,,चीरा,अना
मनमुटाव,,मनमुटाव,
हास्यापद,,हास्य,ापद
संस्कृति,,संस्कृत,ि
अद्भुतता,,अद्भुत,ता
मूलस्वर,मूल,स्वर,
गद्देदार,,गद्दे,दार
पराजयवाद,,पराजय,वाद
विनिपेग,,विनिपेग,
खुस्ह्बू,,खुस्ह्बू,
नाकअ,,नाक,अ
डिस्टोपिया,,डिस्टोपिया,
बांज,,बांज,
दृढ़ीकरण,,दृढ़ी,करण
उघाड़ता,,उघाड़,ता
माँसल,,माँस,ल
चार्ट,,चार्ट,
प्रौद्‌योगिकी,,प्रौद्‌योगिक,ी
दुचित्तों,,दुचित्तो,ं
पीएगी,,पी,एगी
चिल्लाने,,चिल्ला,ने
थके,,थक,े
सच्चई,,सच्च,ई
बिदकर,,बिदक,र
बंेच,,बंेच,
द्वीपवासी,,द्वीप,वासी
खौफ़नाक,,खौफ़नाक,
जामिन,,जामिन,
विशुद्ध,,विशुद्ध,
नीलामी,,नीलामी,
दौड़कर,,दौड़क,र
कच्ची,,कच्ची,
सुलझाता,,सुलझाता,
हैल्ट्र,,हैल्ट्र,
दुर्गा,,दुर्गा,
जलाएं,,जला,एं
दाएँ,,दाएँ,
प्रतिरोध,प्रति,रोध,
निद्राभाव,,निद्रा,भाव
संध्या,,संध्या,
फूलवाले,,फूल,वाले
रंगबिरंगापन,,रंगबिरंग,ापन
तदर्थ,,तदर्थ,
शोक,,शोक,
वायरवर्म,,वायरवर्म,
कोया,,कोया,
सात्रिक,,सात्रिक,
हानिकारक,,हानि,कारक
रामगोपाल,,रामगोपाल,
बगुला,,बगुला,
उत्तरदेशी,,उत्तर,देशी
बन्धे,,बन्धे,
